"","higher_taxon","Family","n_missing"
"705","Suliformes","Phalacrocoracidae",4
"706","Poduromorpha","Onychiuridae",4
"707","Gadiformes","Gadidae",4
"708","Sarcoptiformes","Cepheusidae",4
"709","Trombidiformes","Limnesiidae",4
"710","Trombidiformes","Wettinidae",4
"711","Ixodida","Ixodidae",4
"712","Stylommatophora","Vitrinidae",4
"713","Passeriformes","Paridae",4
"714","Mesostigmata","Zerconidae",4
"715","Lumbriculida","Lumbriculidae",4
"716","Diplostraca","Daphniidae",4
"717","Saprolegniales","Leptolegniaceae",4
"718","Symphyla_X","Scutigerellidae",4
"719","Sarcoptiformes","Tectocepheidae",4
"720","Trombidiformes","Torrenticolidae",4
"721","Falconiformes","Falconidae",4
"722","Neelipleona","Neelidae",4
"723","Apodiformes","Apodidae",4
"724","Cypriniformes","Cyprinidae",4
"725","Mesostigmata","Uropodidae",4
"726","Charadriiformes","Scolopacidae",4
"727","Podocopida","Cyprididae",4
"728","Araneae","Pholcidae",4
"729","Passeriformes","Prunellidae",4
"730","Passeriformes","Sittidae",4
"731","Mesostigmata","Varroidae",4
"732","Passeriformes","Passeridae",4
"733","Parachela","Isohypsibiidae",4
"734","Cyclopoida","Cyclopidae",4
"735","Squamata_X","Colubridae",4
"736","Carnivora","Ursidae",4
"737","Sarcoptiformes","Astegistidae",4
"738","Sarcoptiformes","Liebstadiidae",4
"739","Passeriformes","Muscicapidae",4
"740","Diplostraca","Moinidae",4
"741","Tubificida","Naididae",4
"742","Poduromorpha","Tullbergiidae",4
"743","Trombidiformes","Cheyletidae",4
"744","Sarcoptiformes","Brachychthoniidae",4
"745","Sarcoptiformes","Malaconothridae",4
"746","Rhabditida","Onchocercidae",4
"747","Soricomorpha","Talpidae",4
"748","Mesostigmata","Trematuridae",4
"749","Sarcoptiformes","Parakalummidae",4
"750","Clupeiformes","Clupeidae",4
"751","Caudata","Salamandridae",4
"752","Perciformes","Percidae",4
"753","Passeriformes","Regulidae",4
"754","Passeriformes","Emberizidae",4
"755","Sarcoptiformes","Hypochthoniidae",4
"756","Sarcoptiformes","Nothridae",4
"757","Trombidiformes","Eriophyidae",4
"758","Sarcoptiformes","Peloppiidae",4
"759","Passeriformes","Sturnidae",4
"760","Trombidiformes","Athienemanniidae",4
"761","Trombidiformes","Feltriidae",4
"762","Anseriformes","Anatidae",4
"763","Sarcoptiformes","Suctobelbidae",4
"764","Echiniscoidea","Echiniscidae",4
"765","Trombidiformes","Oxidae",4
"766","Polychaeta_X","Capitellidae",4
"767","Stylommatophora","Succineidae",4
"768","Carnivora","Mustelidae",4
"769","Rhabditida","Spirocercidae",4
"770","Isopoda","Trichoniscidae",4
"771","Gastrotricha_XX","Chaetonotidae",4
"772","Trombidiformes","Aturidae",4
"773","Diplostraca","Chydoridae",4
"774","Sarcoptiformes","Hemisarcoptidae",4
"775","Sarcoptiformes","Compactozetidae",4
"776","Mesostigmata","Dermanyssidae",4
"777","Passeriformes","Turdidae",4
"778","Strigiformes","Strigidae",4
"779","Sarcoptiformes","Licneremaeidae",4
"780","Anostraca","Artemiidae",4
"781","Trombidiformes","Trombiculidae",4
"782","Artiodactyla","Camelidae",4
"783","Sarcoptiformes","Hermanniidae",4
"784","Passeriformes","Motacillidae",4
"785","Lagomorpha","Leporidae",4
"786","Perissodactyla","Equidae",4
"787","Dorylaimida","Longidoridae",4
"788","Passeriformes","Tyrannidae",4
"789","Mesostigmata","Pachylaelapidae",4
"790","Saprolegniales","Saprolegniaceae",4
"791","Sarcoptiformes","Carpoglyphidae",4
"792","Sarcoptiformes","Euphthiracaridae",4
"793","Trombidiformes","Phytoptidae",4
"794","Stylommatophora","Valloniidae",4
"795","Scorpaeniformes","Cottidae",4
"796","Sarcoptiformes","Xenillidae",4
"797","Passeriformes","Laniidae",4
"798","Esociformes","Esocidae",4
"799","Passeriformes","Bombycillidae",4
"800","Anthoathecata","Hydridae",4
"801","Stylommatophora","Cochlicopidae",4
"802","Passeriformes","Hirundinidae",4
"803","Sarcoptiformes","Proctophyllodidae",4
"804","Diplostraca","Eurycercidae",4
"805","Rhabditida","Neotylenchidae",4
"806","Sarcoptiformes","Scutoverticidae",4
"807","Decapoda","Astacidae",4
"808","Gasterosteiformes","Gasterosteidae",4
"809","Unionida","Unionidae",4
"810","Stylommatophora","Euconulidae",4
"811","Stylommatophora","Hygromiidae",4
"812","Mesostigmata","Polyaspididae",4
